	85.55	-50.15
	103.25	-29.50
	109.15	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	8.85
	35.40	17.70
	-5.90	20.65
	-50.15	32.45
	-50.15	23.60
	-50.15	17.70
	-50.15	11.80
	-53.10	5.90
	-67.85	8.85
	-67.85	8.85
	-53.10	0.00
	-50.15	-8.85
	-50.15	-11.80
	-2.95	-14.75
	73.75	-50.15
	91.45	-50.15
	109.15	-29.50
	118.00	-23.60
	100.30	-11.80
	76.70	0.00
	44.25	8.85
	38.35	17.70
	-2.95	23.60
	-50.15	32.45
	-50.15	23.60
	-50.15	23.60
	-50.15	14.75
	-50.15	5.90
	-61.95	2.95
	-61.95	5.90
	-50.15	-2.95
	-32.45	-8.85
	-32.45	-11.80
	0.00	-17.70
	73.75	-50.15
	76.70	-50.15
	97.35	-29.50
	106.20	-23.60
	94.40	-11.80
	73.75	2.95
	44.25	11.80
	41.30	17.70
	-2.95	23.60
	-50.15	29.50
	-50.15	26.55
	-53.10	20.65
	-50.15	14.75
	-50.15	11.80
	-56.05	8.85
	-53.10	5.90
	-50.15	-2.95
	-29.50	-8.85
	-50.15	-11.80
	-2.95	-14.75
	70.80	-50.15
	79.65	-50.15
	94.40	-29.50
	100.30	-23.60
	82.60	-8.85
	64.90	0.00
	44.25	11.80
	35.40	14.75
	-2.95	20.65
	-50.15	32.45
	-50.15	23.60
	-53.10	20.65
	-50.15	11.80
	-53.10	8.85
	-59.00	5.90
	-56.05	5.90
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-5.90	-14.75
	70.80	-32.45
	85.55	-50.15
	103.25	-29.50
	109.15	-26.55
	94.40	-11.80
	70.80	0.00
	44.25	8.85
	38.35	17.70
	-2.95	20.65
	-50.15	32.45
	-53.10	23.60
	-53.10	17.70
	-56.05	11.80
	-59.00	8.85
	-67.85	5.90
	-61.95	2.95
	-53.10	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	64.90	-29.50
	73.75	-32.45
	103.25	-29.50
	109.15	-26.55
	91.45	-11.80
	73.75	0.00
	44.25	5.90
	32.45	14.75
	-17.70	20.65
	-56.05	32.45
	-56.05	23.60
	-56.05	17.70
	-53.10	11.80
	-50.15	5.90
	-61.95	2.95
	-61.95	2.95
	-53.10	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-2.95	-17.70
	67.85	-32.45
	85.55	-29.50
	103.25	-26.55
	112.10	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	8.85
	38.35	17.70
	-2.95	23.60
	-50.15	32.45
	-50.15	23.60
	-50.15	17.70
	-59.00	14.75
	-59.00	11.80
	-67.85	8.85
	-64.90	8.85
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-2.95	-14.75
	70.80	-50.15
	88.50	-50.15
	106.20	-29.50
	100.30	-23.60
	73.75	-8.85
	44.25	0.00
	44.25	8.85
	35.40	17.70
	-2.95	20.65
	-50.15	32.45
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	8.85
	-61.95	5.90
	-59.00	5.90
	-50.15	0.00
	-50.15	-8.85
	-50.15	-11.80
	-8.85	-14.75
	44.25	-32.45
	73.75	-32.45
	94.40	-26.55
	106.20	-23.60
	97.35	-11.80
	79.65	0.00
	61.95	8.85
	38.35	14.75
	-8.85	17.70
	-50.15	26.55
	-50.15	23.60
	-50.15	17.70
	-50.15	11.80
	-53.10	8.85
	-67.85	5.90
	-67.85	5.90
	-50.15	0.00
	-50.15	-8.85
	-50.15	-14.75
	-2.95	-17.70
	70.80	-50.15
	79.65	-50.15
	100.30	-26.55
	112.10	-23.60
	97.35	-11.80
	70.80	0.00
	44.25	8.85
	32.45	17.70
	-5.90	20.65
	-50.15	32.45
	-50.15	26.55
	-53.10	20.65
	-50.15	11.80
	-50.15	8.85
	-59.00	8.85
	-59.00	5.90
	-50.15	0.00
	-29.50	-8.85
	-50.15	-11.80
	-2.95	-14.75
	73.75	-50.15
	85.55	-50.15
	106.20	-29.50
	109.15	-23.60
	91.45	-11.80
	73.75	0.00
	61.95	8.85
	38.35	17.70
	-8.85	23.60
	-50.15	32.45
	-50.15	26.55
	-50.15	20.65
	-50.15	14.75
	-50.15	11.80
	-61.95	8.85
	-59.00	5.90
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-2.95	-14.75
	70.80	-50.15
	79.65	-32.45
	100.30	-29.50
	106.20	-23.60
	94.40	-11.80
	70.80	0.00
	44.25	11.80
	29.50	17.70
	-14.75	23.60
	-50.15	32.45
	-50.15	23.60
	-50.15	17.70
	-50.15	14.75
	-50.15	5.90
	-59.00	2.95
	-56.05	2.95
	-50.15	-2.95
	-29.50	-8.85
	-50.15	-14.75
	-2.95	-14.75
	70.80	-32.45
	85.55	-50.15
	94.40	-26.55
	103.25	-23.60
	97.35	-11.80
	82.60	0.00
	44.25	5.90
	35.40	14.75
	-2.95	17.70
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	5.90
	-67.85	5.90
	-67.85	5.90
	-53.10	-2.95
	-50.15	-8.85
	-50.15	-14.75
	-5.90	-17.70
	70.80	-50.15
	82.60	-50.15
	103.25	-29.50
	106.20	-23.60
	94.40	-8.85
	82.60	0.00
	44.25	5.90
	32.45	17.70
	-8.85	23.60
	-50.15	29.50
	-50.15	23.60
	-53.10	17.70
	-50.15	11.80
	-53.10	8.85
	-67.85	8.85
	-61.95	5.90
	-50.15	0.00
	-50.15	-8.85
	-50.15	-11.80
	-5.90	-14.75
	61.95	-32.45
	76.70	-50.15
	94.40	-29.50
	100.30	-23.60
	88.50	-11.80
	70.80	0.00
	44.25	8.85
	35.40	17.70
	-20.65	23.60
	-50.15	29.50
	-56.05	23.60
	-50.15	20.65
	-50.15	14.75
	-50.15	8.85
	-61.95	8.85
	-56.05	5.90
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-2.95	-14.75
	73.75	-50.15
	94.40	-50.15
	118.00	-29.50
	115.05	-23.60
	100.30	-8.85
	82.60	2.95
	44.25	8.85
	38.35	17.70
	-2.95	23.60
	-53.10	32.45
	-53.10	26.55
	-50.15	17.70
	-50.15	11.80
	-50.15	8.85
	-64.90	5.90
	-61.95	5.90
	-53.10	0.00
	-50.15	-2.95
	-50.15	-5.90
	-11.80	-11.80
	67.85	-29.50
	79.65	-32.45
	91.45	-26.55
	100.30	-20.65
	91.45	-8.85
	73.75	0.00
	44.25	8.85
	32.45	17.70
	-11.80	20.65
	-50.15	32.45
	-50.15	23.60
	-56.05	14.75
	-56.05	11.80
	-56.05	5.90
	-64.90	5.90
	-61.95	5.90
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-5.90	-14.75
	67.85	-50.15
	79.65	-50.15
	103.25	-29.50
	109.15	-23.60
	91.45	-14.75
	64.90	0.00
	44.25	8.85
	32.45	17.70
	-8.85	20.65
	-50.15	29.50
	-50.15	23.60
	-53.10	17.70
	-50.15	11.80
	-56.05	8.85
	-70.80	8.85
	-59.00	8.85
	-50.15	-2.95
	-29.50	-8.85
	-32.45	-11.80
	-2.95	-14.75
	73.75	-50.15
	88.50	-50.15
	106.20	-29.50
	106.20	-23.60
	94.40	-11.80
	73.75	0.00
	44.25	8.85
	41.30	17.70
	-2.95	20.65
	-50.15	29.50
	-50.15	20.65
	-50.15	20.65
	-50.15	11.80
	-53.10	8.85
	-59.00	5.90
	-53.10	2.95
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-8.85
	-2.95	-11.80
	76.70	-32.45
	88.50	-50.15
	109.15	-32.45
	112.10	-26.55
	91.45	-11.80
	70.80	0.00
	44.25	8.85
	32.45	14.75
	-2.95	20.65
	-50.15	26.55
	-50.15	20.65
	-50.15	14.75
	-50.15	11.80
	-50.15	5.90
	-59.00	2.95
	-59.00	2.95
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-2.95	-17.70
	64.90	-32.45
	79.65	-32.45
	100.30	-26.55
	109.15	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	8.85
	35.40	17.70
	-2.95	23.60
	-50.15	32.45
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	8.85
	-59.00	8.85
	-59.00	8.85
	-50.15	0.00
	-29.50	-5.90
	-50.15	-11.80
	-5.90	-14.75
	64.90	-50.15
	82.60	-50.15
	100.30	-26.55
	115.05	-20.65
	103.25	-11.80
	82.60	0.00
	67.85	2.95
	44.25	8.85
	-2.95	20.65
	-56.05	35.40
	-64.90	32.45
	-56.05	23.60
	-53.10	14.75
	-56.05	8.85
	-70.80	11.80
	-64.90	8.85
	-50.15	0.00
	-29.50	-5.90
	-50.15	-11.80
	-2.95	-11.80
	70.80	-32.45
	82.60	-29.50
	97.35	-26.55
	103.25	-23.60
	91.45	-8.85
	82.60	0.00
	44.25	8.85
	35.40	17.70
	-2.95	23.60
	-50.15	32.45
	-50.15	26.55
	-50.15	20.65
	-50.15	17.70
	-50.15	8.85
	-61.95	2.95
	-59.00	5.90
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-2.95	-14.75
	70.80	-50.15
	85.55	-50.15
	103.25	-29.50
	103.25	-23.60
	85.55	-11.80
	70.80	0.00
	44.25	5.90
	35.40	14.75
	-5.90	20.65
	-56.05	29.50
	-53.10	23.60
	-56.05	17.70
	-59.00	11.80
	-56.05	8.85
	-67.85	5.90
	-64.90	5.90
	-53.10	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-11.80	-11.80
	64.90	-50.15
	82.60	-50.15
	103.25	-29.50
	109.15	-23.60
	94.40	-11.80
	73.75	0.00
	44.25	8.85
	35.40	17.70
	-14.75	20.65
	-50.15	32.45
	-50.15	23.60
	-56.05	20.65
	-56.05	11.80
	-59.00	8.85
	-67.85	8.85
	-61.95	8.85
	-56.05	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-8.85	-11.80
	76.70	-50.15
	97.35	-32.45
	109.15	-26.55
	118.00	-23.60
	103.25	-11.80
	82.60	0.00
	44.25	8.85
	38.35	17.70
	-5.90	20.65
	-50.15	32.45
	-50.15	23.60
	-59.00	20.65
	-70.80	17.70
	-67.85	11.80
	-76.70	8.85
	-73.75	8.85
	-50.15	0.00
	-29.50	-5.90
	-50.15	-11.80
	-2.95	-11.80
	70.80	-32.45
	82.60	-50.15
	100.30	-29.50
	103.25	-23.60
	85.55	-14.75
	67.85	2.95
	44.25	11.80
	35.40	14.75
	-2.95	17.70
	-50.15	29.50
	-50.15	20.65
	-50.15	17.70
	-50.15	11.80
	-53.10	8.85
	-64.90	5.90
	-61.95	5.90
	-53.10	0.00
	-50.15	-8.85
	-50.15	-14.75
	-2.95	-17.70
	64.90	-50.15
	82.60	-50.15
	103.25	-32.45
	106.20	-23.60
	91.45	-11.80
	70.80	0.00
	44.25	8.85
	38.35	17.70
	-2.95	20.65
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	5.90
	-50.15	2.95
	-53.10	2.95
	-50.15	-2.95
	-29.50	-8.85
	-32.45	-14.75
	-2.95	-20.65
	67.85	-50.15
	85.55	-50.15
	103.25	-50.15
	112.10	-23.60
	97.35	-11.80
	82.60	0.00
	44.25	5.90
	38.35	17.70
	0.00	20.65
	-50.15	26.55
	-50.15	20.65
	-50.15	17.70
	-50.15	11.80
	-50.15	5.90
	-59.00	2.95
	-59.00	5.90
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-8.85	-17.70
	64.90	-50.15
	82.60	-50.15
	100.30	-32.45
	109.15	-26.55
	97.35	-11.80
	73.75	0.00
	44.25	8.85
	38.35	14.75
	-5.90	20.65
	-59.00	35.40
	-59.00	26.55
	-59.00	23.60
	-50.15	14.75
	-50.15	8.85
	-59.00	5.90
	-56.05	5.90
	-50.15	0.00
	-50.15	-2.95
	-50.15	-11.80
	-5.90	-14.75
	64.90	-32.45
	79.65	-50.15
	103.25	-26.55
	109.15	-23.60
	97.35	-11.80
	82.60	0.00
	44.25	8.85
	35.40	20.65
	-2.95	23.60
	-50.15	35.40
	-50.15	26.55
	-50.15	20.65
	-50.15	14.75
	-53.10	11.80
	-64.90	8.85
	-56.05	8.85
	-50.15	0.00
	-32.45	-2.95
	-50.15	-11.80
	-2.95	-14.75
	67.85	-29.50
	85.55	-50.15
	100.30	-26.55
	106.20	-23.60
	94.40	-11.80
	73.75	0.00
	44.25	11.80
	32.45	17.70
	-17.70	23.60
	-50.15	35.40
	-50.15	26.55
	-50.15	20.65
	-50.15	14.75
	-53.10	8.85
	-67.85	5.90
	-61.95	8.85
	-53.10	0.00
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	64.90	-50.15
	82.60	-50.15
	97.35	-23.60
	109.15	-20.65
	97.35	-8.85
	73.75	2.95
	44.25	11.80
	41.30	17.70
	-2.95	20.65
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	8.85
	-59.00	5.90
	-59.00	5.90
	-50.15	0.00
	-29.50	-5.90
	-50.15	-11.80
	-8.85	-14.75
	44.25	-50.15
	76.70	-50.15
	100.30	-29.50
	109.15	-23.60
	91.45	-11.80
	73.75	0.00
	44.25	8.85
	35.40	14.75
	0.00	20.65
	-50.15	29.50
	-50.15	23.60
	-53.10	20.65
	-50.15	14.75
	-50.15	8.85
	-59.00	5.90
	-56.05	5.90
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	70.80	-32.45
	85.55	-50.15
	97.35	-26.55
	103.25	-20.65
	85.55	-11.80
	67.85	0.00
	44.25	8.85
	35.40	14.75
	-2.95	20.65
	-50.15	29.50
	-50.15	23.60
	-56.05	17.70
	-56.05	11.80
	-56.05	8.85
	-56.05	5.90
	-56.05	2.95
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-11.80	-11.80
	64.90	-50.15
	79.65	-50.15
	100.30	-29.50
	112.10	-23.60
	103.25	-11.80
	82.60	0.00
	44.25	8.85
	38.35	14.75
	-2.95	20.65
	-50.15	32.45
	-50.15	23.60
	-53.10	17.70
	-50.15	14.75
	-50.15	8.85
	-61.95	2.95
	-61.95	2.95
	-50.15	-2.95
	-26.55	-8.85
	-50.15	-14.75
	-5.90	-14.75
	70.80	-32.45
	88.50	-50.15
	106.20	-29.50
	109.15	-23.60
	97.35	-14.75
	73.75	0.00
	44.25	8.85
	35.40	17.70
	-23.60	20.65
	-50.15	26.55
	-53.10	20.65
	-59.00	14.75
	-59.00	14.75
	-50.15	5.90
	-64.90	0.00
	-61.95	2.95
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-14.75
	-2.95	-14.75
	70.80	-50.15
	82.60	-50.15
	103.25	-29.50
	106.20	-23.60
	91.45	-8.85
	73.75	0.00
	44.25	8.85
	32.45	17.70
	-8.85	20.65
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	8.85
	-59.00	5.90
	-53.10	5.90
	-50.15	0.00
	-50.15	-5.90
	-50.15	-8.85
	-11.80	-14.75
	64.90	-32.45
	79.65	-32.45
	97.35	-29.50
	106.20	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	5.90
	35.40	17.70
	-5.90	20.65
	-53.10	32.45
	-59.00	29.50
	-61.95	20.65
	-56.05	11.80
	-50.15	8.85
	-53.10	5.90
	-59.00	2.95
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-2.95	-11.80
	73.75	-29.50
	85.55	-50.15
	97.35	-23.60
	97.35	-20.65
	91.45	-8.85
	70.80	0.00
	44.25	11.80
	35.40	17.70
	-2.95	26.55
	-50.15	32.45
	-50.15	23.60
	-50.15	20.65
	-53.10	14.75
	-53.10	11.80
	-56.05	8.85
	-50.15	2.95
	-50.15	-2.95
	-32.45	-8.85
	-50.15	-14.75
	0.00	-17.70
	79.65	-50.15
	94.40	-50.15
	109.15	-29.50
	115.05	-23.60
	97.35	-11.80
	82.60	0.00
	44.25	8.85
	38.35	14.75
	-2.95	20.65
	-53.10	35.40
	-53.10	26.55
	-56.05	20.65
	-50.15	14.75
	-56.05	8.85
	-67.85	2.95
	-70.80	5.90
	-53.10	0.00
	-50.15	-5.90
	-50.15	-14.75
	-11.80	-17.70
	44.25	-50.15
	73.75	-50.15
	91.45	-29.50
	100.30	-26.55
	91.45	-14.75
	73.75	0.00
	44.25	5.90
	41.30	14.75
	-2.95	20.65
	-50.15	29.50
	-50.15	20.65
	-50.15	14.75
	-50.15	11.80
	-50.15	5.90
	-53.10	2.95
	-53.10	2.95
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-5.90	-17.70
	73.75	-50.15
	91.45	-50.15
	106.20	-32.45
	112.10	-26.55
	100.30	-14.75
	82.60	0.00
	61.95	5.90
	44.25	14.75
	-2.95	20.65
	-50.15	26.55
	-50.15	23.60
	-50.15	17.70
	-50.15	11.80
	-50.15	8.85
	-61.95	5.90
	-61.95	2.95
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-11.80
	-11.80	-14.75
	44.25	-29.50
	79.65	-32.45
	97.35	-29.50
	103.25	-23.60
	91.45	-8.85
	70.80	0.00
	44.25	11.80
	29.50	20.65
	-14.75	20.65
	-59.00	29.50
	-61.95	26.55
	-59.00	20.65
	-50.15	14.75
	-50.15	8.85
	-61.95	5.90
	-67.85	5.90
	-56.05	0.00
	-50.15	-5.90
	-50.15	-5.90
	-2.95	-14.75
	70.80	-50.15
	76.70	-50.15
	94.40	-29.50
	103.25	-23.60
	97.35	-8.85
	79.65	0.00
	44.25	11.80
	38.35	17.70
	-2.95	23.60
	-50.15	32.45
	-50.15	23.60
	-50.15	20.65
	-50.15	17.70
	-53.10	11.80
	-64.90	8.85
	-67.85	5.90
	-53.10	0.00
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	67.85	-50.15
	82.60	-50.15
	103.25	-29.50
	109.15	-26.55
	94.40	-11.80
	73.75	0.00
	44.25	8.85
	32.45	17.70
	-2.95	20.65
	-50.15	32.45
	-50.15	23.60
	-50.15	20.65
	-50.15	17.70
	-64.90	14.75
	-67.85	14.75
	-50.15	5.90
	-50.15	-5.90
	-20.65	-11.80
	-20.65	-14.75
	2.95	-17.70
	82.60	-32.45
	91.45	-50.15
	97.35	-29.50
	97.35	-23.60
	85.55	-8.85
	64.90	2.95
	44.25	11.80
	38.35	20.65
	-2.95	23.60
	-50.15	32.45
	-50.15	26.55
	-56.05	20.65
	-61.95	17.70
	-64.90	14.75
	-70.80	14.75
	-59.00	8.85
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-5.90	-11.80
	67.85	-29.50
	82.60	-50.15
	103.25	-26.55
	109.15	-23.60
	100.30	-8.85
	79.65	0.00
	44.25	8.85
	35.40	17.70
	0.00	20.65
	-50.15	29.50
	-50.15	20.65
	-50.15	17.70
	-50.15	11.80
	-50.15	5.90
	-61.95	2.95
	-61.95	2.95
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-8.85
	-8.85	-14.75
	44.25	-29.50
	82.60	-29.50
	106.20	-32.45
	109.15	-26.55
	97.35	-11.80
	85.55	-2.95
	64.90	5.90
	44.25	14.75
	-2.95	20.65
	-50.15	32.45
	-50.15	26.55
	-53.10	20.65
	-53.10	14.75
	-50.15	11.80
	-61.95	8.85
	-59.00	8.85
	-50.15	-2.95
	-32.45	-8.85
	-50.15	-11.80
	-2.95	-14.75
	70.80	-32.45
	85.55	-50.15
	103.25	-29.50
	109.15	-26.55
	97.35	-11.80
	73.75	0.00
	44.25	8.85
	35.40	14.75
	0.00	20.65
	-50.15	26.55
	-50.15	20.65
	-50.15	17.70
	-50.15	8.85
	-50.15	5.90
	-61.95	5.90
	-61.95	2.95
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-14.75
	-2.95	-20.65
	82.60	-50.15
	94.40	-50.15
	112.10	-32.45
	118.00	-26.55
	103.25	-11.80
	76.70	0.00
	44.25	5.90
	29.50	17.70
	-11.80	20.65
	-50.15	29.50
	-53.10	23.60
	-53.10	20.65
	-50.15	11.80
	-53.10	8.85
	-67.85	8.85
	-61.95	5.90
	-50.15	0.00
	-23.60	-5.90
	-23.60	-11.80
	0.00	-17.70
	73.75	-32.45
	85.55	-32.45
	103.25	-26.55
	106.20	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	8.85
	35.40	17.70
	-11.80	23.60
	-53.10	35.40
	-56.05	26.55
	-59.00	20.65
	-53.10	14.75
	-53.10	8.85
	-64.90	8.85
	-59.00	8.85
	-50.15	0.00
	-29.50	-5.90
	-32.45	-11.80
	-2.95	-14.75
	70.80	-29.50
	82.60	-32.45
	97.35	-23.60
	97.35	-23.60
	79.65	-8.85
	64.90	0.00
	35.40	11.80
	20.65	20.65
	-8.85	26.55
	-59.00	32.45
	-50.15	23.60
	-53.10	17.70
	-50.15	11.80
	-53.10	8.85
	-59.00	8.85
	-59.00	5.90
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	70.80	-32.45
	82.60	-50.15
	97.35	-29.50
	103.25	-23.60
	88.50	-14.75
	70.80	0.00
	44.25	5.90
	38.35	14.75
	-2.95	20.65
	-50.15	32.45
	-50.15	23.60
	-50.15	20.65
	-50.15	14.75
	-50.15	8.85
	-59.00	8.85
	-59.00	5.90
	-50.15	-2.95
	-29.50	-11.80
	-32.45	-14.75
	-2.95	-17.70
	73.75	-50.15
	85.55	-50.15
	106.20	-29.50
	109.15	-26.55
	100.30	-11.80
	76.70	0.00
	44.25	8.85
	29.50	17.70
	-5.90	20.65
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-53.10	8.85
	-67.85	5.90
	-67.85	5.90
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-11.80	-11.80
	61.95	-29.50
	76.70	-50.15
	97.35	-26.55
	100.30	-23.60
	88.50	-11.80
	70.80	0.00
	44.25	8.85
	35.40	17.70
	5.90	20.65
	-50.15	29.50
	-50.15	20.65
	-53.10	14.75
	-50.15	11.80
	-50.15	5.90
	-67.85	5.90
	-61.95	2.95
	-50.15	-2.95
	-23.60	-11.80
	-26.55	-17.70
	-2.95	-17.70
	70.80	-50.15
	82.60	-50.15
	97.35	-50.15
	97.35	-26.55
	82.60	-11.80
	73.75	0.00
	44.25	8.85
	41.30	17.70
	0.00	20.65
	-50.15	32.45
	-50.15	26.55
	-50.15	20.65
	-50.15	11.80
	-50.15	8.85
	-59.00	5.90
	-56.05	5.90
	-50.15	0.00
	-50.15	-2.95
	-50.15	-8.85
	-5.90	-11.80
	70.80	-29.50
	82.60	-32.45
	106.20	-26.55
	112.10	-23.60
	97.35	-8.85
	79.65	0.00
	44.25	8.85
	38.35	17.70
	-5.90	23.60
	-50.15	29.50
	-50.15	23.60
	-53.10	20.65
	-53.10	14.75
	-50.15	8.85
	-59.00	5.90
	-53.10	2.95
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-2.95	-11.80
	82.60	-29.50
	97.35	-50.15
	103.25	-29.50
	103.25	-23.60
	91.45	-8.85
	76.70	0.00
	44.25	8.85
	38.35	17.70
	0.00	20.65
	-50.15	32.45
	-53.10	26.55
	-56.05	20.65
	-53.10	14.75
	-53.10	8.85
	-70.80	8.85
	-67.85	8.85
	-53.10	0.00
	-50.15	-5.90
	-50.15	-11.80
	-5.90	-11.80
	67.85	-32.45
	82.60	-32.45
	100.30	-26.55
	103.25	-23.60
	88.50	-11.80
	67.85	0.00
	44.25	11.80
	26.55	17.70
	-2.95	20.65
	-50.15	29.50
	-50.15	20.65
	-50.15	17.70
	-50.15	11.80
	-50.15	8.85
	-59.00	8.85
	-56.05	2.95
	-50.15	-2.95
	-32.45	-8.85
	-29.50	-14.75
	-2.95	-17.70
	70.80	-50.15
	82.60	-50.15
	100.30	-32.45
	106.20	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	8.85
	38.35	14.75
	-8.85	20.65
	-50.15	29.50
	-50.15	20.65
	-50.15	17.70
	-50.15	11.80
	-50.15	5.90
	-56.05	2.95
	-64.90	2.95
	-67.85	0.00
	-50.15	-2.95
	-50.15	-11.80
	-14.75	-11.80
	44.25	-29.50
	73.75	-32.45
	97.35	-26.55
	103.25	-23.60
	91.45	-11.80
	73.75	0.00
	44.25	8.85
	38.35	17.70
	-8.85	20.65
	-50.15	32.45
	-50.15	26.55
	-50.15	20.65
	-50.15	17.70
	-50.15	8.85
	-59.00	8.85
	-61.95	2.95
	-50.15	-2.95
	-50.15	-8.85
	-50.15	-14.75
	-2.95	-14.75
	73.75	-32.45
	88.50	-50.15
	106.20	-29.50
	112.10	-23.60
	97.35	-11.80
	76.70	0.00
	44.25	5.90
	38.35	14.75
	-2.95	20.65
	-50.15	29.50
	-56.05	26.55
	-53.10	20.65
	-50.15	14.75
	-50.15	11.80
	-59.00	8.85
	-59.00	5.90
	-50.15	0.00
	-50.15	-5.90
	-50.15	-8.85
	-8.85	-14.75
	61.95	-32.45
	82.60	-29.50
	100.30	-26.55
	112.10	-23.60
	91.45	-11.80
	73.75	0.00
	44.25	8.85
	35.40	17.70
	-2.95	20.65
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	11.80
	-50.15	5.90
	-61.95	5.90
	-67.85	5.90
	-59.00	0.00
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	70.80	-32.45
	82.60	-50.15
	100.30	-26.55
	112.10	-23.60
	97.35	-8.85
	82.60	0.00
	44.25	11.80
	41.30	20.65
	-2.95	20.65
	-50.15	32.45
	-50.15	23.60
	-59.00	17.70
	-59.00	14.75
	-56.05	8.85
	-67.85	5.90
	-61.95	2.95
	-50.15	-2.95
	-26.55	-8.85
	-50.15	-11.80
	-5.90	-11.80
	70.80	-29.50
	85.55	-50.15
	100.30	-23.60
	112.10	-23.60
	97.35	-11.80
	73.75	0.00
	44.25	8.85
	26.55	17.70
	-5.90	20.65
	-50.15	32.45
	-50.15	23.60
	-50.15	17.70
	-50.15	11.80
	-50.15	8.85
	-59.00	5.90
	-53.10	2.95
	-50.15	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-14.75	-11.80
	64.90	-29.50
	79.65	-50.15
	91.45	-26.55
	103.25	-23.60
	94.40	-8.85
	82.60	0.00
	61.95	8.85
	41.30	14.75
	-8.85	20.65
	-50.15	29.50
	-50.15	23.60
	-53.10	20.65
	-59.00	14.75
	-53.10	8.85
	-61.95	2.95
	-61.95	2.95
	-59.00	-2.95
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	61.95	-50.15
	82.60	-50.15
	94.40	-29.50
	103.25	-23.60
	91.45	-11.80
	70.80	0.00
	44.25	8.85
	38.35	17.70
	-14.75	20.65
	-50.15	29.50
	-50.15	20.65
	-50.15	17.70
	-53.10	11.80
	-59.00	5.90
	-73.75	2.95
	-70.80	5.90
	-50.15	-2.95
	-23.60	-5.90
	-29.50	-11.80
	-2.95	-14.75
	70.80	-32.45
	85.55	-50.15
	103.25	-26.55
	106.20	-20.65
	97.35	-11.80
	73.75	0.00
	44.25	5.90
	32.45	17.70
	-2.95	20.65
	-50.15	26.55
	-50.15	23.60
	-50.15	17.70
	-50.15	11.80
	-53.10	8.85
	-59.00	5.90
	-59.00	2.95
	-50.15	0.00
	-50.15	-5.90
	-50.15	-11.80
	-8.85	-14.75
	67.85	-32.45
	82.60	-50.15
	103.25	-29.50
	106.20	-23.60
	94.40	-11.80
	76.70	0.00
	44.25	8.85
	38.35	17.70
	2.95	20.65
	-50.15	29.50
	-50.15	23.60
	-50.15	20.65
	-50.15	14.75
	-53.10	8.85
	-61.95	8.85
	-61.95	5.90
	-53.10	0.00
	-50.15	-2.95
